gene	baseMean	log2FoldChange	stat	pvalue	padj	Ch14_1	Ch14_2	Ch14_3	EP08_1	EP08_2	EP08_3	Se17_1	Se17_2	Se17_3	condition	transcript	name	uniprot_id	uniprot_taxa	identity_Blastx	evalue_Blastx	pfam	symbol_pfam	evalue_pfam
G4434	67.0359434767242	-8.37132764114339	-6.34458894271914	2.23020111833469e-10	3.0533480765564e-08	5.91974502864351	6.04284580829897	6.23131733141055	4.98459891767151	4.9790442023099	4.98851041285967	6.11699717265244	6.04270876886096	6.05195038435227	Ep	transcript:G4434.1	Homeobox protein TGIF2LX	TF2LX	PONPY	46.032	9.29e-12	NA	NA	NA
G4450	25.2385855845473	-6.93528988974056	-3.21285056063428	0.00131424652120891	0.0217500578125343	4.56523046098697	4.71675187332435	4.13116366951602	4.13246364289354	4.13093499864459	4.13354910418685	4.52495404621708	4.57797160923343	4.81568285333511	Ep	transcript:G4450.1	Secreted frizzled-related protein 3	SFRP3	CHICK	45.174	1.2e-63	PF01392	Fz	1.5e-30
G4512	2243.90271123257	-2.32374764872235	-5.910157537507	3.41780705835765e-09	2.36779873539643e-07	12.0838396965929	12.1694468064974	11.1227042159594	9.4720166450504	9.59220162927761	9.08340131618847	10.9528464934946	10.7649310353206	10.6338127263886	Ep	transcript:G4512.2	Lysozyme 3	LYS3	CRAVI	88.235	9.01e-121	PF05497	Destabilase	4.6e-25
G4540	19.7382126869889	-6.5240898503371	-3.00822157613002	0.00262781467079577	0.0378879576115287	4.09837439685658	4.34587210206103	3.880675825852	3.88165583205632	3.88050351531962	3.88247469176474	4.38087785839	4.33994313149175	4.25726641452934	Ep	transcript:G4540.1	Collagen alpha-4(VI) chain	CO6A4	MOUSE	32.115	7.45e-53	PF00092	VWA	6.2e-44
G4616	52.1357195666141	-21.9955067024438	-6.25813129762773	3.89617744074798e-10	4.35203061539028e-08	3.38365746218728	5.05955012293086	3.39258343303809	3.39782978320972	3.39164540381567	3.40210198985448	4.79702058518084	3.38203772499262	3.38449729427029	Ep	transcript:G4616.1	Leucine-rich repeat-containing protein 73	LRC73	HUMAN	30.112	8.12e-19	PF13516	LRR_6	0.051
G4650	40.1065759070229	-7.63224487819936	-5.1108617286812	3.206926425354e-07	1.26189888746828e-05	5.00709495416175	5.49122316143672	5.24575950268231	4.59666540432193	4.593870867201	4.59864394145289	5.06004290894771	5.26970868858186	5.52624640008753	Ep	transcript:G4650.1	Testis-expressed protein 49	TEX49	HUMAN	28.571	1.27e-08	NA	NA	NA
G4681	21.2108722653791	-20.595064642339	-5.84853811493395	4.95912016408963e-09	3.17192218680729e-07	4.07188963851843	3.07757909622334	3.08007853103991	3.08134787700603	3.07985434321825	3.08240113995563	3.07782748942214	3.66621416593762	3.07817313930113	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G4684	39.4468810771903	-7.60270657589014	-4.1164841028806	3.84695850709438e-05	0.00109499509671006	4.71908337903238	4.71021282968493	5.52701220229096	4.57163212404309	4.57018740740261	4.57266059871873	5.38621493210294	4.79433299702257	5.20916686279131	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G4665	18736.0574991373	1.27738219985278	6.49123311747797	8.51366220156082e-11	1.48460345295849e-08	13.8137616209868	13.63324322919	14.0314963648243	14.7068794158792	14.8467012664836	14.8396276160194	13.5099928061493	13.5362842493674	13.5469593091326	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G4730	57.0891384079116	-7.96409432350479	-3.77823549648484	0.000157943487136907	0.00368519972945071	6.05314055723436	5.80718674504871	5.97055877573151	4.67288298759296	4.6678070759091	4.67645619456921	4.66090082914076	5.40944455988708	5.70740217603523	Ep	transcript:G4730.1	Latent-transforming growth factor beta-binding protein 4	LTBP4	MOUSE	33.487	2.54e-59	PF12947	EGF_3	2.7e-08
G4743	60.5437527218247	-8.20047896221723	-3.81110686223439	0.000138345941226165	0.00330236147313062	5.84656361531393	5.68820575822635	6.14420218069228	4.72326690180533	4.71774085162318	4.72715278607057	4.7102105043238	5.87962220959832	5.9737688124587	Ep	transcript:G4743.1	Low-density lipoprotein receptor-related protein 6	LRP6	HUMAN	58.242	0	PF00058	Ldl_recept_b	2.4e-10
G4749	41.7374253168629	-7.57996566541804	-3.47186166709976	0.000516862597307578	0.00999106859626293	5.61768739448221	5.09062789618107	5.4788448672935	4.4901505866079	4.48697724531545	4.49239421662964	4.48268598849952	5.04096934254931	5.36646665964912	Ep	transcript:G4749.7	MFS-type transporter clz9	CLZ9	COCLU	27.273	5.09e-07	PF08445	FR47	1.8e-09
G4815	729.746747271054	1.49352373341663	3.15492793211236	0.00160537755276333	0.0255472473958476	8.50236195264963	9.01883565288894	8.19746396093885	10.0089854719421	10.3104466560192	9.85685863932264	9.44385211033758	9.22812363153884	8.93726410900053	Ep	transcript:G4815.23	Transgelin-3	TAGL3	RAT	33.951	2.01e-11	PF00307	CH	2.1e-12
G4904	22.2689357073254	-6.69876480128497	-4.67837899181745	2.8915173184933e-06	9.65743465688711e-05	4.60869278029335	4.50204850277949	4.53532378755722	4.06607115900892	4.06477868080373	4.06698954885729	4.41343489009863	4.28098377562646	4.33023188128712	Ep	transcript:G4904.1	Aromatic-L-amino-acid decarboxylase	DDC	DROME	57.173	0	PF00282	Pyridoxal_deC	2.3e-153
G4930	64.9749255738677	-8.26135678538695	-6.12262354514956	9.20469941354019e-10	8.06799208913793e-08	6.24589016066377	6.25061514117325	5.97927502030577	4.91565145375959	4.91015825939622	4.91951894668135	5.89637211465545	5.58658544648496	5.84300702760505	Ep	transcript:G4930.1	Neural cell adhesion molecule L1	L1CAM	RAT	25.505	8.36e-22	PF13927	Ig_3	1.3e-09
G4938	36.8731313820604	-7.4667837262746	-3.47382938836637	0.000513087168994109	0.00992967528219207	5.21494177952127	5.0348807056976	4.38692417651037	4.38927866052621	4.38650907446465	4.39123775017937	4.86910124371173	5.0296793742972	5.51268864305352	Ep	transcript:G4938.4	Chromodomain-helicase-DNA-binding protein 1-like	CHD1L	BOVIN	52.179	0	PF00176	SNF2-rel_dom	1e-62
G4939	51.5611401804129	-7.91709548422961	-3.86756044049619	0.000109929587388135	0.00271805006667441	5.57333455576864	5.6228488804564	4.67061580591831	4.6742205855559	4.66997920147172	4.67721222146281	5.76538580948523	5.8197203449737	5.67997754039073	Ep	transcript:G4939.1	Syndetin	VPS50	HUMAN	54.648	0	PF10475	Vps54_N	1.7e-100
G4965	62.9696248141865	-8.15477927622863	-3.81378940459651	0.000136852097340634	0.00327466867047392	6.26307154193877	5.57966501713532	6.1771825437722	4.68259353497644	4.67661938046012	4.68679097819042	4.66846887722133	5.87691150571334	5.60641430832026	Ep	transcript:G4965.1	Cyclin-T2	CCNT2	MOUSE	63.768	7.92e-110	PF00134	Cyclin_N	1.8e-17
G4984	179.735166395699	-9.52608857168476	-6.70026596408894	2.08040542105786e-11	4.85408397256965e-09	7.88514301461679	7.91400662530391	7.70497693177483	4.71856933693851	4.68571955465378	4.74063519887087	6.74420368895866	7.08696773442887	5.70327077977271	Ep	transcript:G4984.2	Four-jointed box protein 1	FJX1	MOUSE	28.495	1.82e-31	NA	NA	NA
G4974	20.0548277523456	-20.7602352895352	-5.89710321681783	3.69938469299216e-09	2.49121978959789e-07	4.57744150538243	3.47810103919294	3.4807706476831	3.48213410756224	3.48053037557551	3.48326938861699	3.47836544411556	4.10296346151302	3.83377402950808	Ep	transcript:G4974.6	Prokineticin receptor 2	PKR2	MOUSE	28.889	9.27e-06	PF00001	7tm_1	1.6e-13
G5134	58.4449875973616	-8.16500194467665	-6.03659769434021	1.57397476234409e-09	1.23150595599523e-07	6.00033888053768	5.7542392351023	6.00710260439073	4.89713082294716	4.8925150602152	4.90038657411563	5.63144808255757	5.7792579963835	5.9449780258187	Ep	transcript:G5134.1	Tyrosine-protein kinase SYK	KSYK	CHICK	40.37	1.11e-55	PF07714	PK_Tyr_Ser-Thr	1.3e-75
G5163	66.6921431943854	-8.36570753610476	-3.78538100626507	0.000153473258498238	0.00361141761403666	5.62334097487159	4.64663368381237	6.51004135346165	4.66398657015819	4.65714969792326	4.66877789994767	5.7048854459355	5.83284083917353	6.0982134125252	Ep	transcript:G5163.1	Signal transducer and activator of transcription 5B	STA5B	RAT	44.803	4.01e-149	PF02864	STAT_bind	5.3e-36
G5065	136.564448735033	16.3235227385528	4.81581034802091	1.46603714702417e-06	5.16731305906435e-05	2.43121333692886	4.21061374855753	2.70022968622054	2.82358434366795	2.67597980606028	18.3138153521168	2.40714132374804	2.37024218351308	2.46097100506307	Ep	NA	NA	NA	NA	NA	NA	PF01549	ShK	0.67
G5095	225.059107239788	-5.12100980086158	-4.61193338844782	3.98940849503528e-06	0.00013060976507659	7.72796301454654	7.57020208098853	7.55893189506179	5.04834377162254	5.88501964022324	5.07330274744641	8.20493869809399	8.10424132141446	7.97078605084309	Ep	transcript:G5095.5	ATP-dependent RNA helicase DDX54	DDX54	MOUSE	55.339	0	PF00270	DEAD	1.9e-50
G5115	37933.1280694864	1.113110203483	3.59074581911208	0.000329733080924798	0.00684506042431103	14.672604937404	14.8119456594499	15.2297255899555	15.6951454735439	15.7906637238105	15.7760800081764	14.7550530631624	14.6813267477512	14.4415025847952	Ep	transcript:G5115.2	60S ribosomal protein L27a	RL27A	RAT	76.351	3.33e-78	PF00828	Ribosomal_L27A	1.3e-17
G5188	92.9782040763955	-8.75995170894187	-4.17454498141469	2.98582223077775e-05	0.000860228366522857	6.79048132780043	6.34856027137741	6.69543722801848	4.78898022791277	4.77779199754389	4.79675899263597	4.76229464443573	6.23757250643055	6.53530185022154	Ep	transcript:G5188.1	Low-density lipoprotein receptor-related protein 4	LRP4	RAT	52.546	0	PF00057	Ldl_recept_a	2.5e-11
G5193	65.799633469501	-8.31167383107698	-4.0459462592794	5.21121881382934e-05	0.00141523034212946	6.04118468744038	6.02056852956713	4.76327567348926	4.76855910611656	4.76234018773076	4.77292639912247	6.23923920850966	5.88818409677181	6.02609358761077	Ep	transcript:G5193.1	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	P3C2A	HUMAN	40.224	0	PF00454	PI3_PI4_kinase	3.7e-56
G5213	46.2507775056354	-7.7098668232965	-3.58838145460083	0.000332737224187364	0.00689015606985985	5.44281146611329	5.4036821935492	5.86633717024793	4.57048841029965	4.5668775069791	4.57303938427675	4.56198913711322	5.37683011927525	5.31616576971311	Ep	transcript:G5213.3	Neuroglian	NRG	DROME	27.706	4.14e-27	PF13882	Bravo_FIGEY	1.2e-21
G5222	169.928206105865	2.40517940107582	4.05108473098009	5.09807407339521e-05	0.00139481128659439	6.22760313195229	6.83156925169022	6.5996443671159	8.02248432332938	7.63235691231383	7.96974743514498	6.52490424328866	6.77847399718059	6.15592819632759	Ep	transcript:G5222.2	Perlucin-like protein	PLCL	MYTGA	33.113	2.37e-20	PF00059	Lectin_C	3.2e-18
G5226	450.238996070672	-2.08154356171662	-3.03477006435205	0.00240719131891863	0.0351964089931209	9.690025906213	8.30327249118582	8.51247763092436	7.65580554360327	7.6638782792218	7.39823919077642	8.92133450826374	9.48744762321516	8.4829496384872	Ep	transcript:G5226.1	Neurogenic locus notch homolog protein 1	NOTC1	RAT	40.179	2.61e-19	PF00008	EGF	5e-09
G5321	665.896547257395	-3.71477886779701	-4.70512953772112	2.53704811776159e-06	8.57729369772213e-05	9.78276264590275	10.3170216259694	8.18373958785334	6.90922940476505	6.79560075016013	6.91229373840261	9.52912620319306	10.0676191069574	7.92745383426683	Ep	transcript:G5321.1	Carotenoid cleavage dioxygenase 8, chloroplastic	CCD8	ARATH	25.686	1.03e-35	PF03055	RPE65	1.8e-79
G5323	707.843577460173	-3.73161795602553	-4.76044099746708	1.93170402429464e-06	6.66679351384688e-05	9.84267178115036	10.4583634634672	8.25328140927491	7.00009236573772	6.80374249548346	6.97071189966138	9.60365482151221	10.1451798390075	8.06457809594879	Ep	transcript:G5323.1	Carotenoid cleavage dioxygenase 8, chloroplastic	CCD8	ARATH	25.686	3.25e-35	PF03055	RPE65	1.8e-79
G5331	47.4374797455129	-21.8757529172524	-6.22291271368419	4.88008911151644e-10	5.05272226383633e-08	5.42067682960932	3.98167146990475	3.99131738903608	3.99616033349019	3.99045821286803	4.00015143397633	5.82396521045765	5.42465616903242	3.98397756575698	Ep	transcript:G5331.1	Fatty acyl-CoA reductase 1	FACR1	MOUSE	55.469	0	PF07993	NAD_binding_4	3.7e-74
G5337	52.8474038841081	-8.01166349974738	-5.59557196915951	2.19895604668753e-08	1.14194062286601e-06	5.97133355104352	5.39155098762683	5.86862356275856	4.79607086658198	4.79195667931	4.79897506346493	5.61318603649848	5.73455800855022	5.41946202393675	Ep	transcript:G5337.2	Heat shock 70 kDa protein 12A	HS12A	HUMAN	34.578	2.03e-104	PF00012	HSP70	1.7e-05
G5448	24.628798495599	-6.81692079430191	-4.22797892174688	2.35799875838318e-05	0.000685308902304838	4.48018423543237	4.33818157340515	4.96001574462298	4.06046812873642	4.05885232472306	4.06161437989378	4.47371916618581	4.33390693291815	4.30339717738832	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G5473	124.233645947299	1.67798964480162	3.2214963192195	0.00127523100415615	0.0212103180871996	6.38878234727849	6.45498107928999	6.89025908757757	7.40020491079722	7.31499889002186	7.19896669121322	6.48253859189006	6.29493584561236	6.35961915569299	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G5478	25458.5114605333	-1.74767305057977	-5.28989893709613	1.22383964790176e-07	5.30736324794257e-06	15.00255361346	15.5920686096019	15.462958469138	13.3366186214278	13.218711932659	13.3815771030784	13.9203321026905	14.6844165957873	14.1585320107853	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G5548	51.9952981954887	-7.8752996890919	-3.68041444409686	0.000232855179709149	0.00508231740060839	5.90098943119086	5.51992796290563	5.88825041310111	4.64003831829479	4.63564177256105	4.64313775489489	5.51584977900109	4.62901837470999	5.50488393697349	Ep	transcript:G5548.1	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A	PDE11	RAT	50	0	PF00233	PDEase_I	2.5e-77
G5539	361.681720629144	3.16531882613599	4.01220482235828	6.01542718191109e-05	0.00160211522018552	6.9642326817129	6.76280913347459	7.05713691698679	8.18739002886338	7.80278952524034	10.1159755045885	6.80034355985654	6.83747340441467	7.1497533858562	Ep	transcript:G5539.4	Small conductance calcium-activated potassium channel protein	KCNN	DROME	35.766	1.24e-68	PF00685	Sulfotransfer_1	7.5e-46
G5592	1144.09983310615	-3.59660147478967	-4.04417674170901	5.25072991977462e-05	0.00142362670787212	10.6757044551749	8.73760977185043	11.121994080538	7.72936729456531	6.90339951982844	7.85512452795115	8.48163454714398	9.79056427782747	11.1987108421277	Ep	NA	NA	NA	NA	NA	NA	PF00822	PMP22_Claudin	1.4e-17
G5636	122.356405516421	-8.91792854878568	-6.00748145675215	1.88427349158727e-09	1.4253367425404e-07	6.89790373425704	6.42526029205061	7.79483193783297	4.70212630421255	4.68345972019191	4.71492162314631	5.89675207158286	5.63083176159809	6.43474143430563	Ep	transcript:G5636.7	ETS homologous factor	EHF	PANPA	69.318	2.32e-33	PF00178	Ets	4.7e-30
G5662	67.562718374132	-8.38556594809832	-5.67412670444601	1.3939793169658e-08	7.62134038444075e-07	6.05397046328636	6.35110854531812	5.60800760873376	4.89175390781301	4.8857894058212	4.89594863408723	5.76411816989796	5.7269258269617	6.37132239280098	Ep	transcript:G5662.5	Transcription initiation factor TFIID subunit 8	TAF8	XENLA	46.575	4.47e-61	PF10406	TAF8_C	4.2e-20
G5713	48.2260539230318	-7.86870034029696	-5.54071584664663	3.01237681597486e-08	1.51221316161938e-06	5.49789203423406	5.63164394969976	5.82335303035553	4.74736733282272	4.74384038336233	4.74986110652267	5.36152928683078	5.25122534693691	5.6913378338426	Ep	transcript:G5713.1	Nuclear receptor ROR-alpha A	RORAA	DANRE	26.295	2.95e-30	PF00105	zf-C4	5.2e-26
G5726	42.103856835824	-7.49605294268097	-3.54322405224647	0.000395266732406058	0.00796592297936589	5.4313636867942	5.27930707534229	5.6868823319025	4.53253036288991	4.52973097433773	4.53451368902755	5.08002521357163	5.19076139583242	4.52659805314755	Ep	transcript:G5726.1	Solute carrier organic anion transporter family member 5A1	SO5A1	HUMAN	38.941	1.72e-107	PF03137	OATP	2.4e-176
G5736	139.103553421143	16.8891479446539	4.97892548911851	6.39382500772694e-07	2.34336515659302e-05	2.26612224240955	1.14381112427847	1.32162482046553	1.38316210522925	1.30926680674872	7.00615316170482	1.16667163966564	1.14633263918206	1.19602317138507	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G5816	15.4547062419284	-6.20655723088212	-3.53074769310877	0.000414386822716049	0.00831081368657877	3.88597334625621	3.78161735518678	4.1001817610232	3.63340945065132	3.63271878429826	3.63390127813123	3.80485090447322	3.69987437887652	3.96357722956429	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G5846	26.7101472079631	-6.71166237092944	-3.12504458572474	0.00177778111786107	0.0277498309363566	4.81297240956612	4.90794659804896	4.72625990809515	4.14044808859285	4.13878798151034	4.14162638720506	4.46673100388879	4.13631214064112	4.44605054105555	Ep	transcript:G5846.1	Perlucin	PLC	HALLA	34.815	2.04e-19	PF00059	Lectin_C	1.5e-16
G5851	22.781417939621	-6.68735676414496	-3.15586504809457	0.00160022881018582	0.0255143315394979	4.45820442263784	4.32857157971851	4.02525703557641	4.02641394182942	4.02505356797855	4.02738021819787	4.66208234962777	4.55327942879189	4.43440437207219	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G5861	18.5629753692733	-20.6887926581011	-5.87620225139791	4.1978540361584e-09	2.78166599852e-07	4.28894509003354	3.25953296867325	3.26219712529609	3.26355597845304	3.26195753760365	3.26468648833259	4.15577927890964	3.25956119351026	3.26016477170282	Ep	transcript:G5861.1	Transient receptor potential cation channel subfamily M member 3	TRPM3	HUMAN	24.575	2.59e-46	PF18139	LSDAT_euk	4.6e-29
G5870	107.526136188771	-9.0336630763676	-6.9970228962541	2.61458572089713e-12	8.32946674084265e-10	6.87835108214826	6.70087947261671	7.02231181082676	5.09618053191405	5.08442100437041	5.10436533655035	6.60304938300935	6.56299388920231	6.67940897167732	Ep	transcript:G5870.1	Cytochrome P450 2B4	CP2B4	RABIT	29.505	7.18e-53	PF00067	p450	1.6e-90
G5879	289.352118724265	1.25114651212454	4.06914970441956	4.71850232594554e-05	0.00130713561089655	7.3571748877822	7.62537085425924	7.46906126716237	8.68486256074401	8.49921573300004	8.52954488012699	8.00566716985364	8.09506212649498	8.02593151515022	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G5884	227.906110003739	-9.77310125877087	-6.70909484771363	1.95835352605568e-11	4.63458350180549e-09	7.08783940981068	8.89859773135576	8.01187437384757	4.46522015990081	4.41353952030673	4.49902305185667	6.58304284355005	7.1932599036773	6.24157765362239	Ep	NA	NA	NA	NA	NA	NA	PF01549	ShK	0.049
G5885	557.746252488422	-11.2222188494554	-7.9766600134894	1.50346218080054e-15	9.57936711043911e-13	8.28369443330288	10.3019368342085	9.53544022525522	4.1436655029733	4.00487706827176	4.22735002155371	8.48067096303271	8.71753644208315	7.60921019964396	Ep	NA	NA	NA	NA	NA	NA	PF01549	ShK	0.04
G5886	43.2076775262837	-7.54550221165761	-3.34315753894653	0.000828308614911286	0.0148023306522334	5.79455474889286	5.39869534615683	4.93450359295145	4.36782198152332	4.36403936546386	4.37048909410258	5.35466257617124	4.3583423961338	4.67128300527132	Ep	NA	NA	NA	NA	NA	NA	PF01549	ShK	0.019
G5889	26.683323059615	-6.82811640902493	-3.17749251140476	0.00148554526280142	0.023939243991798	4.85455045330098	4.65700414249272	4.88806525543451	4.16208805197627	4.16044253040736	4.16325613454521	4.55635752914417	4.5197881378597	4.15860537933468	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G5891	2617.86365809646	-1.19389117295661	-3.27674301996709	0.00105011898786752	0.0180272239927599	11.9785167437298	12.1319099472621	11.7777452357292	10.8142806629415	10.3681507393625	10.2665294781675	11.0733888168686	11.2211178335901	10.8181067897303	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G5904	69.0085053673678	-8.35786183896765	-6.3883601012574	1.67674121230389e-10	2.48007990384163e-08	6.27725653309778	6.22400550540999	6.27341222561461	4.96581363397367	4.95990476427339	4.96997113641224	6.01473036075939	5.79515334370569	5.87399233249881	Ep	transcript:G5904.1	Ankyrin repeat and death domain-containing protein 1A	AKD1A	HUMAN	31.466	3.16e-15	PF12796	Ank_2	7.3e-07
G5909	34.6041087372543	-21.5352195409804	-6.12363905395251	9.1461961546522e-10	8.05935561159406e-08	5.22433344023318	3.93381284934203	3.93936275842128	3.9421778975617	3.93886532509521	3.94451215629292	3.93436480963527	5.18742776514859	4.90717138566077	Ep	transcript:G5909.1	E3 ubiquitin-protein ligase DZIP3	DZIP3	HUMAN	32.934	6.99e-12	PF13639	zf-RING_2	8.6e-07
G5960	654.784091742507	3.28634197686438	5.6890445413823	1.2775214637206e-08	7.10181898254882e-07	7.52195531899099	6.59035556315247	6.81475178712788	10.5412148287849	10.3030908950567	9.25904867380555	7.6455506694127	8.49512036805245	8.36796785195082	Ep	transcript:G5960.3	ETS-related transcription factor Elf-5	ELF5	HUMAN	30.667	4.9e-06	PF02198	SAM_PNT	3e-11
G5963	95.2699532592281	-8.76806159040963	-4.3705859381155	1.23913572949718e-05	0.000380844573188317	6.43926051924263	6.31785845003822	4.78839361660297	4.79822836696238	4.7866411110706	4.80627917958513	6.60935520988453	6.55981254700482	6.89528716104927	Ep	transcript:G5963.1	Nuclear pore membrane glycoprotein 210	PO210	RAT	34.453	0	NA	NA	NA
G6013	395.010420829778	-10.4702036161156	-7.33914863980929	2.14956783132418e-13	9.13070274197855e-11	9.77354451511391	9.11714679919285	7.97243168654782	4.14275629229191	4.03604442787256	4.20860583021006	6.97346330447072	6.67349406510236	7.88884892597364	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6080	63.7331989860774	-8.29700131295508	-3.78248578017014	0.000155269965996187	0.00363819272516667	5.89897659538508	4.68659605206437	6.21991880605612	4.70186157256414	4.69583280779763	4.70609732200636	5.6560030318868	6.23862146661954	5.65747521281379	Ep	transcript:G6080.1	Synembryn-A	RIC8A	DANRE	38.716	5.8e-103	PF10165	Ric8	4.9e-119
G6117	20.8534811090523	-6.58547724579353	-3.10639913135654	0.00189380906547399	0.029184038119667	4.32269753005363	4.29221758456995	3.95317398973195	3.95421124746668	3.95299160396617	3.95507787876168	4.46578603808376	4.44958655893294	4.36677332371824	Ep	transcript:G6117.1	Condensin-2 complex subunit H2	CNDH2	XENLA	35.855	1.82e-100	PF16858	CNDH2_C	7.9e-83
G6107	36.1111151806923	-7.47860603868868	-5.52975438937891	3.20679454741555e-08	1.58071142597685e-06	5.19003711798243	5.07968980852695	5.25492811317295	4.56858320864917	4.56622648200408	4.57025371456288	5.16860049062475	5.18767704024462	5.18119825774656	Ep	transcript:G6107.1	PHD finger protein 21A	PF21A	HUMAN	36.749	2.67e-47	PF00628	PHD	7.3e-12
G6092	74.4170362340623	-8.43812080052689	-2.98585552822332	0.00282786207146907	0.0402889466110483	6.40271114300741	6.457788811971	4.47630487540416	4.48295392664952	4.47512590522012	4.48843771453234	4.46440252982477	5.64779951630968	6.09322896445191	Ep	transcript:G6092.3	MAM and LDL-receptor class A domain-containing protein 1	MLRP1	ACRMI	43.114	3.47e-29	PF00629	MAM	4.9e-42
G6160	58.6404819762455	-7.90872566760043	-3.81781281325671	0.000134640016808385	0.00323253118615609	5.87145521527915	5.81773622632244	6.25638912934834	4.65615747388475	4.65106738137984	4.65974317774785	5.51953504330134	5.42560245723292	4.64532966660122	Ep	transcript:G6160.2	Solute carrier family 49 member 4 homolog	DIRC2	XENLA	35.744	5.12e-77	PF07690	MFS_1	6.3e-12
G6175	149.99434229686	-2.02599360169691	-3.01097073221188	0.00260413952153943	0.037644132036494	7.20701647479481	7.51065331982919	6.5174551536691	6.46276436836448	6.32362993446134	6.26905604956003	7.56084417753661	7.64877252569235	7.19669780132073	Ep	transcript:G6175.1	Calcineurin-binding protein cabin-1	CABIN	HUMAN	40.321	4.76e-175	PF13181	TPR_8	0.11
G6258	36.0308730553372	-7.44526041550509	-5.24471267095144	1.56526063872013e-07	6.61482340332592e-06	5.1092600014225	5.33872395938047	5.24772487171865	4.53119805653064	4.52879606609551	4.53290020585171	4.90567527939499	5.01021166833647	5.21423263493273	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6230	70.4841720327949	-8.36697273171177	-3.9114213682487	9.17545299823475e-05	0.00233847006721164	6.36386370780967	6.31231688687935	5.84342237793653	4.74874591607228	4.74164907365736	4.75371989220377	5.8579675485638	4.73086295346057	6.1470546039468	Ep	transcript:G6230.8	WD repeat, SAM and U-box domain-containing protein 1	WSDU1	DANRE	43.461	1.3e-130	PF04564	U-box	1.3e-21
G6221	20773.9108053711	1.98351208134266	4.62380911960078	3.76756590049454e-06	0.00012432967471632	12.4293155377671	12.1788550906957	11.5943280190849	15.4493928561872	14.9330798330787	14.2752030022637	14.257693089424	14.3253636671287	14.5319010419307	Ep	transcript:G6221.1	Serine protease inhibitor Cvsi-1	SPI1	CRAVI	85.075	1.54e-35	NA	NA	NA
G6271	23.2983300097198	-6.82054534204193	-3.16125908496227	0.00157088705174126	0.0251190298254302	4.51374372763708	4.55950227671325	4.06212073416335	4.06330130002442	4.06191310586416	4.06428734034496	4.4415492803828	4.68270803276473	4.47776992003306	Ep	NA	NA	NA	NA	NA	NA	PF00020	TNFR_c6	0.00047
G6319	35.8093657334739	-7.44032162871501	-3.42915003289062	0.000605474725094489	0.011320873923155	5.12369192177309	5.1550612295012	5.22592656690722	4.44660583500027	4.44411195032924	4.44837215052904	5.22430117746088	5.11297246827589	4.4413197650739	Ep	transcript:G6319.1	Bardet-Biedl syndrome 12 protein homolog	BBS12	MOUSE	27.682	1.2e-16	NA	NA	NA
G6409	47.6641327192434	-7.86436479784644	-3.56955137397951	0.00035759308837451	0.0073406283791972	5.33042184003767	4.58117146747344	5.79435133963036	4.59096572398435	4.58708195174048	4.59370660535819	5.33028279314417	5.68362347826586	5.55085649203711	Ep	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6430	216.174757218984	-2.86035921580895	-7.84144719213667	4.45383227031372e-15	2.73267353296359e-12	7.90401665150559	8.0762541941973	8.23048889953789	6.18769404252845	6.52822068420551	6.3427387217062	7.70731383061123	7.63359639243524	7.81678279024919	Ep	transcript:G6430.9	Transcription regulator protein BACH1	BACH1	HUMAN	27.966	2.54e-09	PF00651	BTB	2e-14
G6463	1881.35941898603	1.37296428222795	4.33224735362192	1.47594986289829e-05	0.000445365854804609	10.1157460076386	10.1545305946074	10.3203417145041	11.7385081473983	11.4931396472289	11.1421704528254	10.6782549063541	10.3979521562016	10.3249198795614	Ep	transcript:G6463.5	Uncharacterized protein YwbO	YWBO	BACSU	29.412	3.48e-09	PF01323	DSBA	1.4e-22
G6544	102.638449884147	-8.86648779711133	-6.34126424880455	2.27887275061451e-10	3.09441032677704e-08	6.77428983192178	6.2984839591862	7.31993698903328	4.94679833652064	4.93494025487907	4.95504514117834	6.2266522851273	6.39351020857383	6.09512588180036	Ep	transcript:G6544.2	Protein hunchback	HUNB	BOMMO	64.474	9.07e-61	PF00096	zf-C2H2	0.0034
